utterance_id,timestamp,channel,device_type,region,language,utterance_text,asr_confidence,duration_seconds,intent,split
utt_ng_a950f036,2026-02-23T21:42:40,voice_call,ios,Ibadan,mixed,Mo need to reschedule,0.73,3,cancel_or_reschedule_appointment,test
utt_ng_edff0092,2026-02-16T08:28:40,voice_call,android,Kaduna,mixed,Mo fe update details mi,0.906,10,update_application_details,test
utt_ng_eb23ea23,2026-03-07T20:57:40,whatsapp_voice_note,feature_phone,Kaduna,en,I forgot my password,0.942,8,reset_password_login_help,test
utt_ng_56e329bd,2026-02-14T06:16:40,whatsapp_voice_note,feature_phone,Oyo,mixed,Mo want to report,0.73,11,complaint_or_support_ticket,test
utt_ng_1be6a148,2026-02-17T13:52:40,mobile_app_voice,web,Abuja,en,I need to reset my password,0.701,7,reset_password_login_help,test
utt_ng_937eaa7e,2026-02-14T10:51:40,ivr,feature_phone,Port Harcourt,mixed,Mo fe change appointment mi,0.925,11,cancel_or_reschedule_appointment,test
utt_ng_64edd046,2026-02-25T16:35:40,voice_call,feature_phone,Enugu,yo,Bawo ni awọn dokumẹnti ti mo nilo? help me,0.763,4,requirements_information,test
utt_ng_84e9e1f0,2026-02-20T05:54:40,whatsapp_voice_note,android,Lagos,yo,Mo fe bẹrẹ aplikasiyo fun ID card,0.828,8,start_new_application,test
utt_ng_ddf127f7,2026-02-26T07:04:40,mobile_app_voice,web,Rivers,en,I cannot access my account,0.761,10,reset_password_login_help,test
utt_ng_deeb8854,2026-02-27T17:05:40,whatsapp_voice_note,android,Delta,yo,Status ti application mi ni kini?,0.908,4,check_application_status,test
utt_ng_f617316c,2026-03-09T10:21:40,mobile_app_voice,ios,Ibadan,mixed,Se mo eligible fun passport?,0.854,9,service_eligibility,test
utt_ng_f841abb5,2026-02-16T15:45:40,whatsapp_voice_note,android,Oyo,mixed,Mo need to reschedule,0.705,4,cancel_or_reschedule_appointment,test
utt_ng_480e5b62,2026-02-23T08:15:40,voice_call,android,Ibadan,en,Book appointment for me,0.721,11,appointment_booking,test
utt_ng_28d8d303,2026-02-27T23:16:40,whatsapp_voice_note,feature_phone,Rivers,mixed,Mo want to report,0.656,9,complaint_or_support_ticket,test
utt_ng_a35a724a,2026-02-13T22:22:40,voice_call,feature_phone,Enugu,en,Let me speak to agent,0.654,12,speak_to_agent,test
utt_ng_55b7646b,2026-03-12T14:50:40,ivr,feature_phone,Enugu,en,Book me an appointment,0.918,5,appointment_booking,test
utt_ng_2d417473,2026-03-14T16:18:40,mobile_app_voice,web,Port Harcourt,mixed,Mo have issue,0.925,11,complaint_or_support_ticket,test
utt_ng_7cfe6eb8,2026-02-20T18:32:40,voice_call,android,Oyo,mixed,Se mo le apply?,0.862,6,service_eligibility,test
utt_ng_f6f5a594,2026-02-28T03:16:40,mobile_app_voice,ios,Delta,en,How much do I need to pay?,0.745,12,fees_information,test
utt_ng_33c74c6e,2026-02-26T06:11:40,ivr,web,Rivers,yo,Mo fe apply fun passport,0.829,6,start_new_application,test
utt_ng_0ebd6667,2026-02-22T03:01:40,ivr,ios,Ibadan,yo,Ipo ti mo submit ni kini?,0.688,8,check_application_status,test
utt_ng_7693a4f4,2026-02-13T01:08:40,whatsapp_voice_note,ios,Port Harcourt,yo,Elo ni owo fun ID card?,0.706,5,fees_information,test
utt_ng_d0c7efa4,2026-03-02T02:51:40,voice_call,ios,Port Harcourt,mixed,Mo fe help to upload,0.712,11,document_upload_help,test
